Name,ID,Overall,Attack,Midfield,Defence,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,International prestige,Players,Starting XI average age,href,game
Egypt,111130,72,76,71,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.55,https://sofifa.com/team/111130/egypt/,FIFA17
Hungary,1886,72,72,73,70,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,26.36,https://sofifa.com/team/1886/hungary/,FIFA17
Australia,1415,72,71,71,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,High,Normal,Cover,5,23,24.82,https://sofifa.com/team/1415/australia/,FIFA17
South Africa,111099,72,70,72,72,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,26.91,https://sofifa.com/team/111099/south-africa/,FIFA17
Northern Ireland,110081,71,69,72,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,23,28.73,https://sofifa.com/team/110081/northern-ireland/,FIFA17
Finland,1334,71,71,70,70,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,3,23,26.18,https://sofifa.com/team/1334/finland/,FIFA17
Cameroon,1395,71,71,73,71,Balanced,Normal,Short,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,23,24.45,https://sofifa.com/team/1395/cameroon/,FIFA17
Peru,111108,70,72,70,68,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,23,24.18,https://sofifa.com/team/111108/peru/,FIFA17
Bulgaria,1327,70,69,70,69,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,5,23,28.27,https://sofifa.com/team/1327/bulgaria/,FIFA17
Canada,111455,68,68,69,65,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,23,24.73,https://sofifa.com/team/111455/canada/,FIFA17
Bolivia,111451,67,71,67,66,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,1,23,28.27,https://sofifa.com/team/111451/bolivia/,FIFA17
China PR,1413,64,66,64,60,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,23,25.73,https://sofifa.com/team/1413/china-pr/,FIFA17
India,111466,60,63,59,58,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,1,23,24.73,https://sofifa.com/team/111466/india/,FIFA17
Germany,1337,85,84,85,85,Slow,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,10,23,26.55,https://sofifa.com/team/1337/germany/,FIFA18
Spain,1362,85,84,86,85,Slow,Normal,Short,Organised,Little,Little,Press,High,Normal,Cover,9,23,26.36,https://sofifa.com/team/1362/spain/,FIFA18
Brazil,1370,85,86,83,85,Balanced,Lots,Mixed,Organised,Little,Lots,Double,High,Normal,Cover,10,23,26.73,https://sofifa.com/team/1370/brazil/,FIFA18
Belgium,1325,84,86,83,85,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,7,23,26.91,https://sofifa.com/team/1325/belgium/,FIFA18
France,1335,84,82,85,82,Balanced,Normal,Short,Organised,Normal,Normal,Press,Medium,Wide,Cover,9,23,24.36,https://sofifa.com/team/1335/france/,FIFA18
Italy,1343,83,85,81,85,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,9,23,26.55,https://sofifa.com/team/1343/italy/,FIFA18
Britain,1318,82,84,81,81,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,25.0,https://sofifa.com/team/1318/england/,FIFA18
Portugal,1354,82,85,82,80,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,27.09,https://sofifa.com/team/1354/portugal/,FIFA18
Argentina,1369,82,87,80,80,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,9,23,28.0,https://sofifa.com/team/1369/argentina/,FIFA18
Uruguay,1377,81,86,76,79,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,7,23,26.27,https://sofifa.com/team/1377/uruguay/,FIFA18
Netherlands,105035,80,79,80,80,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,23.82,https://sofifa.com/team/105035/netherlands/,FIFA18
Colombia,111109,79,81,77,78,Fast,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,7,23,26.64,https://sofifa.com/team/111109/colombia/,FIFA18
Russia,1357,78,80,78,76,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,28.09,https://sofifa.com/team/1357/russia/,FIFA18
Switzerland,1364,78,74,77,78,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.64,https://sofifa.com/team/1364/switzerland/,FIFA18
Mexico,1386,78,79,79,75,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,High,Normal,Cover,7,23,26.18,https://sofifa.com/team/1386/mexico/,FIFA18
Côte d'Ivoire,111112,77,76,78,77,Fast,Normal,Long,Organised,Normal,Lots,Double,Medium,Normal,Cover,6,23,24.73,https://sofifa.com/team/111112/cote-divoire/,FIFA18
Austria,1322,77,80,77,75,Balanced,Little,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,4,23,25.91,https://sofifa.com/team/1322/austria/,FIFA18
Denmark,1331,77,76,79,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.45,https://sofifa.com/team/1331/denmark/,FIFA18
Poland,1353,77,82,76,75,Balanced,Normal,Mixed,Free form,Normal,Normal,Contain,Medium,Normal,Cover,5,23,27.0,https://sofifa.com/team/1353/poland/,FIFA18
Chile,111459,77,77,80,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,7,23,28.09,https://sofifa.com/team/111459/chile/,FIFA18
Greece,1338,76,78,74,77,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,6,23,28.09,https://sofifa.com/team/1338/greece/,FIFA18
Turkey,1365,76,78,77,74,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,24.91,https://sofifa.com/team/1365/turkiye/,FIFA18
Czechia,1330,75,75,74,73,Fast,Normal,Long,Organised,Normal,Normal,Double,High,Normal,Cover,5,23,25.09,https://sofifa.com/team/1330/czechia/,FIFA18
Republic of Ireland,1355,75,75,74,75,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,High,Normal,Cover,5,23,27.64,https://sofifa.com/team/1355/republic-of-ireland/,FIFA18
Slovenia,1361,75,72,76,72,Balanced,Little,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,5,23,27.09,https://sofifa.com/team/1361/slovenia/,FIFA18
Sweden,1363,75,76,75,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.91,https://sofifa.com/team/1363/sweden/,FIFA18
Paraguay,1375,75,75,75,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,27.73,https://sofifa.com/team/1375/paraguay/,FIFA18
Norway,1352,74,74,74,73,Fast,Normal,Long,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,24.73,https://sofifa.com/team/1352/norway/,FIFA18
Scotland,1359,74,75,74,74,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,26.18,https://sofifa.com/team/1359/scotland/,FIFA18
Wales,1367,74,82,71,77,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,4,23,27.82,https://sofifa.com/team/1367/wales/,FIFA18
United States,1387,74,72,73,74,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,6,23,22.91,https://sofifa.com/team/1387/united-states/,FIFA18
Venezuela,111487,73,77,73,70,Fast,Normal,Long,Organised,Normal,Normal,Press,Deep,Narrow,Cover,2,23,23.82,https://sofifa.com/team/111487/venezuela/,FIFA18
Australia,1415,73,69,73,71,Balanced,Little,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,5,23,25.45,https://sofifa.com/team/1415/australia/,FIFA18
Peru,111108,72,73,73,72,Balanced,Normal,Mixed,Organised,Lots,Normal,Double,Medium,Wide,Cover,3,23,26.55,https://sofifa.com/team/111108/peru/,FIFA18
Saudi Arabia,111114,72,73,72,73,Fast,Lots,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,4,23,29.55,https://sofifa.com/team/111114/saudi-arabia/,FIFA18
Egypt,111130,72,68,75,71,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Narrow,Cover,5,23,26.18,https://sofifa.com/team/111130/egypt/,FIFA18
Iceland,1341,72,73,74,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,2,23,29.27,https://sofifa.com/team/1341/iceland/,FIFA18
Romania,1356,72,72,72,70,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.09,https://sofifa.com/team/1356/romania/,FIFA18
Ecuador,111465,72,70,71,73,Balanced,Lots,Mixed,Organised,Lots,Lots,Press,Medium,Normal,Cover,5,23,26.82,https://sofifa.com/team/111465/ecuador/,FIFA18
Cameroon,1395,72,77,74,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,25.45,https://sofifa.com/team/1395/cameroon/,FIFA18
Northern Ireland,110081,71,71,71,71,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,23,28.18,https://sofifa.com/team/110081/northern-ireland/,FIFA18
Hungary,1886,71,73,69,71,Fast,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,4,23,27.0,https://sofifa.com/team/1886/hungary/,FIFA18
South Africa,111099,71,72,70,70,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Deep,Normal,Cover,4,23,25.36,https://sofifa.com/team/111099/south-africa/,FIFA18
Bulgaria,1327,70,70,69,67,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.27,https://sofifa.com/team/1327/bulgaria/,FIFA18
Finland,1334,70,71,69,66,Balanced,Normal,Mixed,Organised,Normal,Lots,Contain,Deep,Narrow,Cover,3,23,23.82,https://sofifa.com/team/1334/finland/,FIFA18
Canada,111455,69,73,72,66,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,2,23,24.91,https://sofifa.com/team/111455/canada/,FIFA18
China PR,1413,69,67,68,68,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,3,23,27.91,https://sofifa.com/team/1413/china-pr/,FIFA18
Bolivia,111451,67,75,66,66,Balanced,Normal,Mixed,Organised,Lots,Lots,Press,Medium,Wide,Cover,1,23,29.82,https://sofifa.com/team/111451/bolivia/,FIFA18
New Zealand,111473,66,71,65,64,Fast,Normal,Long,Organised,Normal,Lots,Double,High,Normal,Cover,2,23,25.18,https://sofifa.com/team/111473/new-zealand/,FIFA18
India,111466,60,62,58,58,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,1,23,25.73,https://sofifa.com/team/111466/india/,FIFA18
France,1335,85,83,86,83,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,9,23,25.82,https://sofifa.com/team/1335/france/,FIFA19
Spain,1362,85,84,85,85,Balanced,Little,Mixed,Organised,Normal,Normal,Double,High,Normal,Cover,9,23,26.64,https://sofifa.com/team/1362/spain/,FIFA19
Belgium,1325,84,85,83,86,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Narrow,Cover,7,23,27.91,https://sofifa.com/team/1325/belgium/,FIFA19
Germany,1337,84,84,84,82,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,10,23,24.0,https://sofifa.com/team/1337/germany/,FIFA19
Italy,1343,83,83,82,83,Fast,Normal,Long,Organised,Normal,Normal,Contain,Deep,Narrow,Cover,9,23,25.64,https://sofifa.com/team/1343/italy/,FIFA19
Portugal,1354,83,87,83,82,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,8,23,26.64,https://sofifa.com/team/1354/portugal/,FIFA19
Britain,1318,82,85,81,81,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,24.45,https://sofifa.com/team/1318/england/,FIFA19
Netherlands,105035,82,83,81,83,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,8,23,25.36,https://sofifa.com/team/105035/netherlands/,FIFA19
Argentina,1369,81,83,81,79,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Narrow,Cover,9,23,25.36,https://sofifa.com/team/1369/argentina/,FIFA19
Brazil,1370,81,84,80,80,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,High,Normal,Cover,10,23,29.64,https://sofifa.com/team/1370/brazil/,FIFA19
Uruguay,1377,81,85,79,82,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Narrow,Cover,7,23,26.91,https://sofifa.com/team/1377/uruguay/,FIFA19
Colombia,111109,79,79,80,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Narrow,Cover,7,23,25.18,https://sofifa.com/team/111109/colombia/,FIFA19
Denmark,1331,78,77,80,76,Balanced,Normal,Mixed,Organised,Lots,Little,Double,Medium,Normal,Cover,5,23,27.18,https://sofifa.com/team/1331/denmark/,FIFA19
Poland,1353,78,83,75,76,Balanced,Normal,Mixed,Free form,Normal,Lots,Press,Medium,Wide,Cover,5,23,26.45,https://sofifa.com/team/1353/poland/,FIFA19
Switzerland,1364,78,77,77,78,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,5,23,24.64,https://sofifa.com/team/1364/switzerland/,FIFA19
Austria,1322,77,82,77,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,High,Wide,Cover,4,23,26.55,https://sofifa.com/team/1322/austria/,FIFA19
Russia,1357,77,79,76,76,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,27.55,https://sofifa.com/team/1357/russia/,FIFA19
Chile,111459,77,77,79,75,Fast,Normal,Long,Organised,Normal,Normal,Press,High,Normal,Cover,7,23,27.91,https://sofifa.com/team/111459/chile/,FIFA19
Mexico,1386,77,75,79,76,Balanced,Normal,Mixed,Free form,Lots,Normal,Double,Medium,Wide,Cover,7,23,26.09,https://sofifa.com/team/1386/mexico/,FIFA19
Czechia,1330,76,75,75,74,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.09,https://sofifa.com/team/1330/czechia/,FIFA19
Greece,1338,76,77,75,76,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,6,23,26.18,https://sofifa.com/team/1338/greece/,FIFA19
Sweden,1363,76,76,75,75,Balanced,Normal,Mixed,Free form,Lots,Normal,Double,Medium,Normal,Cover,5,23,27.82,https://sofifa.com/team/1363/sweden/,FIFA19
Turkey,1365,76,78,77,74,Balanced,Little,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,6,23,27.73,https://sofifa.com/team/1365/turkiye/,FIFA19
Côte d'Ivoire,111112,75,76,75,76,Balanced,Normal,Mixed,Free form,Lots,Normal,Double,Medium,Normal,Cover,6,23,27.82,https://sofifa.com/team/111112/cote-divoire/,FIFA19
Norway,1352,75,75,75,74,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,3,23,25.73,https://sofifa.com/team/1352/norway/,FIFA19
Scotland,1359,75,72,75,74,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Wide,Cover,4,23,24.55,https://sofifa.com/team/1359/scotland/,FIFA19
Cameroon,1395,75,78,71,74,Balanced,Normal,Mixed,Free form,Normal,Normal,Double,Medium,Normal,Cover,5,23,24.45,https://sofifa.com/team/1395/cameroon/,FIFA19
Republic of Ireland,1355,74,72,74,75,Balanced,Normal,Mixed,Organised,Lots,Normal,Double,High,Wide,Cover,5,23,27.73,https://sofifa.com/team/1355/republic-of-ireland/,FIFA19
Slovenia,1361,74,70,75,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,5,23,26.91,https://sofifa.com/team/1361/slovenia/,FIFA19
Wales,1367,74,77,74,73,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Deep,Normal,Cover,4,23,25.27,https://sofifa.com/team/1367/wales/,FIFA19
United States,1387,74,73,75,74,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,24.0,https://sofifa.com/team/1387/united-states/,FIFA19
Egypt,111130,73,69,75,70,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,23,28.64,https://sofifa.com/team/111130/egypt/,FIFA19
Hungary,1886,73,74,72,74,Fast,Normal,Long,Organised,Normal,Normal,Press,Medium,Narrow,Cover,4,23,26.36,https://sofifa.com/team/1886/hungary/,FIFA19
Paraguay,1375,73,74,74,72,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,4,23,30.64,https://sofifa.com/team/1375/paraguay/,FIFA19
Ecuador,111465,73,73,73,70,Balanced,Lots,Mixed,Organised,Lots,Normal,Double,High,Normal,Cover,5,23,26.73,https://sofifa.com/team/111465/ecuador/,FIFA19
Australia,1415,73,70,74,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,5,23,26.64,https://sofifa.com/team/1415/australia/,FIFA19
Peru,111108,72,76,72,70,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,3,23,25.91,https://sofifa.com/team/111108/peru/,FIFA19
Iceland,1341,72,76,73,70,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Narrow,Cover,3,23,30.55,https://sofifa.com/team/1341/iceland/,FIFA19
Romania,1356,72,73,73,70,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.27,https://sofifa.com/team/1356/romania/,FIFA19
Venezuela,111487,72,77,71,69,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,2,23,24.27,https://sofifa.com/team/111487/venezuela/,FIFA19
Northern Ireland,110081,71,69,71,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,23,26.73,https://sofifa.com/team/110081/northern-ireland/,FIFA19
Canada,111455,71,73,72,67,Fast,Normal,Long,Organised,Normal,Lots,Contain,Deep,Narrow,Cover,2,23,25.27,https://sofifa.com/team/111455/canada/,FIFA19
Finland,1334,70,71,68,69,Balanced,Normal,Mixed,Organised,Normal,Lots,Contain,Deep,Narrow,Cover,3,23,25.55,https://sofifa.com/team/1334/finland/,FIFA19
South Africa,111099,70,71,70,70,Balanced,Normal,Mixed,Free form,Lots,Normal,Contain,Deep,Normal,Cover,4,23,27.45,https://sofifa.com/team/111099/south-africa/,FIFA19
New Zealand,111473,68,70,68,67,Balanced,Little,Mixed,Organised,Little,Little,Press,High,Normal,Cover,2,23,25.45,https://sofifa.com/team/111473/new-zealand/,FIFA19
Bulgaria,1327,67,69,65,67,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.45,https://sofifa.com/team/1327/bulgaria/,FIFA19
Bolivia,111451,67,67,66,65,Balanced,Normal,Mixed,Organised,Lots,Normal,Contain,Medium,Normal,Cover,1,23,26.0,https://sofifa.com/team/111451/bolivia/,FIFA19
India,111466,60,61,59,60,Fast,Normal,Long,Organised,Normal,Normal,Contain,Medium,Normal,Cover,1,23,23.91,https://sofifa.com/team/111466/india/,FIFA19
France,1335,85,84,86,84,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,26.73,https://sofifa.com/team/1335/france/,FIFA20
Germany,1337,85,85,85,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,25.82,https://sofifa.com/team/1337/germany/,FIFA20
Spain,1362,85,83,86,85,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,27.73,https://sofifa.com/team/1362/spain/,FIFA20
Belgium,1325,84,88,83,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,29.0,https://sofifa.com/team/1325/belgium/,FIFA20
Italy,1343,83,83,83,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,26.55,https://sofifa.com/team/1343/italy/,FIFA20
Portugal,1354,83,87,83,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,27.45,https://sofifa.com/team/1354/portugal/,FIFA20
Netherlands,105035,83,82,83,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,25.18,https://sofifa.com/team/105035/netherlands/,FIFA20
Britain,1318,82,87,81,81,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,23.18,https://sofifa.com/team/1318/england/,FIFA20
Argentina,1369,82,85,81,79,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,27.27,https://sofifa.com/team/1369/argentina/,FIFA20
Brazil,1370,81,84,80,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,24.09,https://sofifa.com/team/1370/brazil/,FIFA20
Colombia,111109,79,82,79,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,27.73,https://sofifa.com/team/111109/colombia/,FIFA20
Uruguay,1377,79,80,79,79,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,31.36,https://sofifa.com/team/1377/uruguay/,FIFA20
Austria,1322,78,83,78,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,27.0,https://sofifa.com/team/1322/austria/,FIFA20
Denmark,1331,78,78,81,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,28.09,https://sofifa.com/team/1331/denmark/,FIFA20
Switzerland,1364,78,76,79,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,25.09,https://sofifa.com/team/1364/switzerland/,FIFA20
Mexico,1386,78,80,78,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,27.45,https://sofifa.com/team/1386/mexico/,FIFA20
Poland,1353,77,84,74,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.64,https://sofifa.com/team/1353/poland/,FIFA20
Russia,1357,77,79,77,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,27.82,https://sofifa.com/team/1357/russia/,FIFA20
Turkey,1365,77,78,76,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.27,https://sofifa.com/team/1365/turkiye/,FIFA20
Chile,111459,77,78,77,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,30.0,https://sofifa.com/team/111459/chile/,FIFA20
Czechia,1330,76,76,76,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.18,https://sofifa.com/team/1330/czechia/,FIFA20
Norway,1352,76,78,76,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,24.73,https://sofifa.com/team/1352/norway/,FIFA20
Scotland,1359,76,68,76,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.55,https://sofifa.com/team/1359/scotland/,FIFA20
Sweden,1363,76,77,76,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,29.18,https://sofifa.com/team/1363/sweden/,FIFA20
Côte d'Ivoire,111112,75,77,74,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.91,https://sofifa.com/team/111112/cote-divoire/,FIFA20
Republic of Ireland,1355,75,73,73,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,28.91,https://sofifa.com/team/1355/republic-of-ireland/,FIFA20
Cameroon,1395,75,75,75,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,24.64,https://sofifa.com/team/1395/cameroon/,FIFA20
Egypt,111130,74,76,74,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,28.18,https://sofifa.com/team/111130/egypt/,FIFA20
Greece,1338,74,72,73,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.18,https://sofifa.com/team/1338/greece/,FIFA20
Slovenia,1361,74,74,73,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,28.45,https://sofifa.com/team/1361/slovenia/,FIFA20
Wales,1367,74,70,76,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,25.45,https://sofifa.com/team/1367/wales/,FIFA20
Paraguay,1375,74,73,75,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.0,https://sofifa.com/team/1375/paraguay/,FIFA20
United States,1387,74,75,74,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,23.45,https://sofifa.com/team/1387/united-states/,FIFA20
Peru,111108,73,77,73,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,26.0,https://sofifa.com/team/111108/peru/,FIFA20
Romania,1356,73,72,73,69,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.27,https://sofifa.com/team/1356/romania/,FIFA20
Hungary,1886,73,74,72,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,27.27,https://sofifa.com/team/1886/hungary/,FIFA20
Ecuador,111465,73,74,72,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,33.64,https://sofifa.com/team/111465/ecuador/,FIFA20
Venezuela,111487,73,77,73,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,25.27,https://sofifa.com/team/111487/venezuela/,FIFA20
Iceland,1341,72,72,74,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,30.0,https://sofifa.com/team/1341/iceland/,FIFA20
Australia,1415,72,72,72,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.36,https://sofifa.com/team/1415/australia/,FIFA20
Northern Ireland,110081,71,68,70,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,27.45,https://sofifa.com/team/110081/northern-ireland/,FIFA20
Canada,111455,71,73,73,66,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,25.27,https://sofifa.com/team/111455/canada/,FIFA20
South Africa,111099,71,72,71,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,27.27,https://sofifa.com/team/111099/south-africa/,FIFA20
Finland,1334,70,77,69,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,28.18,https://sofifa.com/team/1334/finland/,FIFA20
China PR,1413,69,74,69,66,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,28.36,https://sofifa.com/team/1413/china-pr/,FIFA20
Bolivia,111451,68,69,67,67,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,23,27.0,https://sofifa.com/team/111451/bolivia/,FIFA20
