Name,ID,League,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,href,country,game
Dynamo Kyiv,101047,Premier League,72,72,72,71,0.0,100000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,28,25.18,23.32,https://sofifa.com/team/101047/dynamo-kyiv/,Ukraine,FIFA24
Shakhtar Donetsk,101059,Premier League,72,72,72,72,0.0,160000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,22.82,22.71,https://sofifa.com/team/101059/shakhtar-donetsk/,Ukraine,FIFA24
Empoli,1746,Serie A,72,72,72,73,0.0,50000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.27,25.18,https://sofifa.com/team/1746/empoli/,Italy,FIFA24
FC Lorient,217,Ligue 1,72,70,72,73,0.0,100000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,24.27,23.75,https://sofifa.com/team/217/fc-lorient/,France,FIFA24
Estudiantes de La Plata,101083,Liga Profesional de Fútbol,72,72,72,71,0.0,90500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,8,28,29.36,24.96,https://sofifa.com/team/101083/estudiantes-de-la-plata/,Argentina,FIFA24
Union Saint-Gilloise,2014,Pro League,72,72,70,72,0.0,55000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,27,25.45,24.37,https://sofifa.com/team/2014/union-saint-gilloise/,Belgium,FIFA24
Rosario Central,110580,Liga Profesional de Fútbol,72,71,71,71,0.0,30000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,28.0,25.68,https://sofifa.com/team/110580/rosario-central/,Argentina,FIFA24
Botafogo,517,Série A,71,71,72,70,0.0,22000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,20,29.18,28.8,https://sofifa.com/team/517/botafogo/,Brazil,FIFA24
Hajduk Split,263,Hrvatska nogometna liga,71,76,70,70,0.0,45000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,24.0,25.61,https://sofifa.com/team/263/hajduk-split/,Croatia,FIFA24
Coventry City,1800,Championship,71,71,71,71,0.0,16500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,25.18,23.63,https://sofifa.com/team/1800/coventry-city/,Britain,FIFA24
Middlesbrough,12,Championship,71,69,70,70,0.0,84000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,25.36,24.5,https://sofifa.com/team/12/middlesbrough/,Britain,FIFA24
Independiente,110093,Liga Profesional de Fútbol,71,70,72,70,0.0,182300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,8,28,27.18,25.29,https://sofifa.com/team/110093/independiente/,Argentina,FIFA24
Fatih Karagümrük,111117,Süper Lig,71,72,71,69,0.0,18200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,25,28.45,27.24,https://sofifa.com/team/111117/fatih-karagumruk/,Turkey,FIFA24
Clermont Foot 63,1815,Ligue 1,71,71,71,71,0.0,75000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,29,26.45,24.66,https://sofifa.com/team/1815/clermont-foot-63/,France,FIFA24
CD Leganés,100888,La Liga 2,71,70,71,71,0.0,10800000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,27,27.45,25.56,https://sofifa.com/team/100888/cd-leganes/,Spain,FIFA24
Hamburger SV,28,2. Bundesliga,71,71,72,70,0.0,156400000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,30,24.91,23.77,https://sofifa.com/team/28/hamburger-sv/,Germany,FIFA24
Frosinone,111657,Serie A,71,72,70,70,0.0,30000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,33,23.0,23.85,https://sofifa.com/team/111657/frosinone/,Italy,FIFA24
Parma,50,Serie B,71,69,72,70,0.0,71000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,25.09,24.21,https://sofifa.com/team/50/parma/,Italy,FIFA24
Al Shabab,111674,Pro League,71,74,70,70,0.0,75500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,30,28.55,26.47,https://sofifa.com/team/111674/al-shabab/,Saudi Arabia,FIFA24
Malmö FF,320,Allsvenskan,71,70,71,72,0.0,57500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,28,27.18,26.57,https://sofifa.com/team/320/malmo-ff/,Sweden,FIFA24
FC Metz,68,Ligue 1,71,73,69,71,0.0,70000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,26.82,24.48,https://sofifa.com/team/68/fc-metz/,France,FIFA24
Cremonese,111434,Serie B,71,71,71,69,0.0,50000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,26,27.36,26.62,https://sofifa.com/team/111434/cremonese/,Italy,FIFA24
Grêmio,1629,Série A,71,72,71,71,0.0,45000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,8,20,26.64,27.8,https://sofifa.com/team/1629/gremio/,Brazil,FIFA24
Ipswich Town,94,Championship,71,72,71,72,0.0,9000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.55,25.04,https://sofifa.com/team/94/ipswich-town/,Britain,FIFA24
Vitória SC,1887,Primeira Liga,71,73,71,71,0.0,40500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,30,27.09,23.63,https://sofifa.com/team/1887/vitoria-sc/,Portugal,FIFA24
Colo-Colo,110980,Primera Division,71,69,72,69,0.0,44200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,30,27.91,26.2,https://sofifa.com/team/110980/colo-colo/,Chile,FIFA24
Adana Demirspor,101016,Süper Lig,71,72,69,72,0.0,34000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,26.73,25.35,https://sofifa.com/team/101016/adana-demirspor/,Turkey,FIFA24
Hull City,1952,Championship,71,72,72,69,0.0,15300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,24.27,23.83,https://sofifa.com/team/1952/hull-city/,Britain,FIFA24
Libertad,111008,División Profesional,71,71,68,70,0.0,45500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,30,28.73,28.6,https://sofifa.com/team/111008/libertad/,Paraguay,FIFA24
Hertha BSC,166,2. Bundesliga,71,71,70,71,0.0,260500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,30,25.82,23.93,https://sofifa.com/team/166/hertha-bsc/,Germany,FIFA24
SV Darmstadt 98,110502,Bundesliga,71,70,71,70,0.0,50000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,32,26.27,25.53,https://sofifa.com/team/110502/sv-darmstadt-98/,Germany,FIFA24
Argentinos Juniors,111019,Liga Profesional de Fútbol,71,72,72,69,0.0,16500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,6,27,25.09,23.89,https://sofifa.com/team/111019/argentinos-juniors/,Argentina,FIFA24
Le Havre AC,1738,Ligue 1,71,72,71,72,0.0,65000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.73,24.11,https://sofifa.com/team/1738/le-havre-ac/,France,FIFA24
Fortaleza,111052,Série A,71,71,71,72,0.0,4400000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,20,27.36,27.0,https://sofifa.com/team/111052/fortaleza/,Brazil,FIFA24
Real Valladolid CF,462,La Liga 2,71,71,73,70,0.0,11000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,30,26.82,24.87,https://sofifa.com/team/462/real-valladolid-cf/,Spain,FIFA24
Como,1745,Serie B,71,70,73,69,0.0,18000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,26.09,25.13,https://sofifa.com/team/1745/como/,Italy,FIFA24
Dinamo Zagreb,211,Hrvatska nogometna liga,71,71,70,70,0.0,98000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,28,25.0,25.54,https://sofifa.com/team/211/dinamo-zagreb/,Croatia,FIFA24
SD Eibar,467,La Liga 2,71,70,72,71,0.0,29000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,26.91,26.3,https://sofifa.com/team/467/sd-eibar/,Spain,FIFA24
Vélez Sarsfield,101088,Liga Profesional de Fútbol,71,72,71,70,0.0,70000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,28,25.27,24.25,https://sofifa.com/team/101088/velez-sarsfield/,Argentina,FIFA24
Al Ettifaq,112096,Pro League,71,74,74,67,0.0,25500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,27,28.55,25.41,https://sofifa.com/team/112096/al-ettifaq/,Saudi Arabia,FIFA24
Real Oviedo,110827,La Liga 2,71,68,71,70,0.0,3900000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,26.73,25.2,https://sofifa.com/team/110827/real-oviedo/,Spain,FIFA24
Junior FC,101101,Categoría Primera A,71,75,71,70,0.0,41500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,30,28.18,26.7,https://sofifa.com/team/101101/junior-fc/,Colombia,FIFA24
Millonarios FC,101105,Categoría Primera A,71,72,72,68,0.0,44500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,29,27.64,25.45,https://sofifa.com/team/101105/millonarios-fc/,Colombia,FIFA24
San Lorenzo de Almagro,1013,Liga Profesional de Fútbol,71,73,67,71,0.0,107500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,28,24.18,25.07,https://sofifa.com/team/1013/san-lorenzo-de-almagro/,Argentina,FIFA24
Blackburn Rovers,3,Championship,70,69,70,69,0.0,39000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,26.09,23.27,https://sofifa.com/team/3/blackburn-rovers/,Britain,FIFA24
Watford,1795,Championship,70,70,70,69,0.0,152500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,29,23.73,23.31,https://sofifa.com/team/1795/watford/,Britain,FIFA24
CD Tenerife,260,La Liga 2,70,71,70,69,0.0,7000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,27.55,26.13,https://sofifa.com/team/260/cd-tenerife/,Spain,FIFA24
Philadelphia Union,112134,Major League Soccer,70,71,69,70,0.0,266000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,3,27,25.64,23.93,https://sofifa.com/team/112134/philadelphia-union/,United States,FIFA24
Preston North End,1801,Championship,70,70,71,69,0.0,20000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,29,26.91,24.97,https://sofifa.com/team/1801/preston-north-end/,Britain,FIFA24
Independiente del Valle,112908,Serie A,70,71,70,70,0.0,45000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,28,26.91,23.71,https://sofifa.com/team/112908/independiente-del-valle/,Ecuador,FIFA24
Brøndby IF,269,Superliga,70,69,70,69,0.0,28500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,28,26.45,24.32,https://sofifa.com/team/269/brondby-if/,Denmark,FIFA24
Stoke City,1806,Championship,70,68,70,69,0.0,55000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,23.45,24.57,https://sofifa.com/team/1806/stoke-city/,Britain,FIFA24
Queens Park Rangers,15,Championship,70,69,71,70,0.0,28000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,27.45,25.3,https://sofifa.com/team/15/queens-park-rangers/,Britain,FIFA24
Aarhus Gymnastikforening,271,Superliga,70,71,68,70,0.0,12700000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,25.91,24.07,https://sofifa.com/team/271/aarhus-gymnastikforening/,Denmark,FIFA24
AS Saint-Étienne,1819,Ligue 2,70,71,70,70,0.0,60000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,27,25.91,24.37,https://sofifa.com/team/1819/as-saint-etienne/,France,FIFA24
FC Schalke 04,34,2. Bundesliga,70,70,69,70,0.0,319100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,30,26.09,25.37,https://sofifa.com/team/34/fc-schalke-04/,Germany,FIFA24
GD Estoril Praia,10020,Primeira Liga,70,70,69,71,0.0,6800000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,24.45,23.67,https://sofifa.com/team/10020/gd-estoril-praia/,Portugal,FIFA24
Seattle Sounders FC,111144,Major League Soccer,70,74,70,70,0.0,364500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,7,28,28.09,24.46,https://sofifa.com/team/111144/seattle-sounders-fc/,United States,FIFA24
Fortuna Düsseldorf,110636,2. Bundesliga,70,70,71,70,0.0,54300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,29,25.09,23.62,https://sofifa.com/team/110636/fortuna-dusseldorf/,Germany,FIFA24
Sampdoria,1837,Serie B,70,72,68,67,0.0,80000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,30,24.09,24.1,https://sofifa.com/team/1837/sampdoria/,Italy,FIFA24
Palermo FC,1843,Serie B,70,72,70,70,0.0,24000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,27,26.55,25.19,https://sofifa.com/team/1843/palermo-fc/,Italy,FIFA24
San Jose Earthquakes,111928,Major League Soccer,70,72,70,69,0.0,240000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,30,27.0,25.2,https://sofifa.com/team/111928/san-jose-earthquakes/,United States,FIFA24
Newell's Old Boys,110396,Liga Profesional de Fútbol,70,68,69,69,0.0,24000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,26.73,24.25,https://sofifa.com/team/110396/newells-old-boys/,Argentina,FIFA24
Levante UD,1853,La Liga 2,70,70,70,70,0.0,49000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,30,26.55,24.07,https://sofifa.com/team/1853/levante-ud/,Spain,FIFA24
Cuiabá,115530,Série A,70,71,69,71,0.0,4800000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,20,28.45,28.0,https://sofifa.com/team/115530/cuiaba/,Brazil,FIFA24
Cerro Porteño,112716,División Profesional,70,68,71,65,0.0,44500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,30,28.55,24.97,https://sofifa.com/team/112716/cerro-porteno/,Paraguay,FIFA24
Hearts,80,Premiership,70,72,69,69,0.0,8199999.999999999,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,27,25.09,25.04,https://sofifa.com/team/80/hearts/,Scotland,FIFA24
Godoy Cruz,111706,Liga Profesional de Fútbol,70,69,70,71,0.0,22000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,25.0,23.36,https://sofifa.com/team/111706/godoy-cruz/,Argentina,FIFA24
Defensa y Justicia,111710,Liga Profesional de Fútbol,70,70,68,68,0.0,18100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,28,25.09,25.21,https://sofifa.com/team/111710/defensa-y-justicia/,Argentina,FIFA24
Huracán,111711,Liga Profesional de Fútbol,70,70,70,68,0.0,18300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,28,26.91,25.93,https://sofifa.com/team/111711/huracan/,Argentina,FIFA24
Gil Vicente FC,1888,Primeira Liga,70,66,70,69,0.0,7000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,25.18,23.73,https://sofifa.com/team/1888/gil-vicente-fc/,Portugal,FIFA24
Millwall FC,97,Championship,70,71,70,70,0.0,22000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,27.73,25.07,https://sofifa.com/team/97/millwall-fc/,Britain,FIFA24
Boavista FC,1898,Primeira Liga,70,71,70,71,0.0,9500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,25.55,23.67,https://sofifa.com/team/1898/boavista-fc/,Portugal,FIFA24
FC Utrecht,1903,Eredivisie,70,72,69,69,0.0,60800000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,30,25.73,23.13,https://sofifa.com/team/1903/fc-utrecht/,Netherlands,FIFA24
NEC Nijmegen,1910,Eredivisie,70,68,69,70,0.0,27500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,26.18,24.15,https://sofifa.com/team/1910/nec-nijmegen/,Netherlands,FIFA24
FC Arouca,112513,Primeira Liga,70,74,70,69,0.0,5700000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,25.45,25.15,https://sofifa.com/team/112513/fc-arouca/,Portugal,FIFA24
BSC Young Boys,900,Super League,70,71,70,69,0.0,85000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,24.64,22.89,https://sofifa.com/team/900/bsc-young-boys/,Switzerland,FIFA24
Barcelona de Guayaquil,110981,Serie A,70,73,71,67,0.0,35500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,28.64,27.11,https://sofifa.com/team/110981/barcelona-de-guayaquil/,Ecuador,FIFA24
LDU Quito,110986,Serie A,70,69,69,70,0.0,28900000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,23,28.82,25.52,https://sofifa.com/team/110986/ldu-quito/,Ecuador,FIFA24
MKE Ankaragücü,101007,Süper Lig,70,72,70,67,0.0,24700000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,26,26.45,27.12,https://sofifa.com/team/101007/mke-ankaragucu/,Turkey,FIFA24
FK Bodø/Glimt,918,Eliteserien,70,67,73,69,0.0,27100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,4,28,24.18,23.68,https://sofifa.com/team/918/fk-bodoglimt/,Norway,FIFA24
Alianza Lima,111010,Liga 1,70,70,68,69,0.0,30000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,28,27.64,25.29,https://sofifa.com/team/111010/alianza-lima/,Peru,FIFA24
Cardiff City,1961,Championship,70,69,70,70,0.0,70000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,26.55,24.73,https://sofifa.com/team/1961/cardiff-city/,Britain,FIFA24
Famalicão,112809,Primeira Liga,70,70,70,70,0.0,15000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,25,23.36,22.64,https://sofifa.com/team/112809/famalicao/,Portugal,FIFA24
Belgrano de Córdoba,111022,Liga Profesional de Fútbol,70,69,68,67,0.0,10500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.64,25.61,https://sofifa.com/team/111022/belgrano-de-cordoba/,Argentina,FIFA24
LA Galaxy,697,Major League Soccer,70,73,71,68,0.0,432000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,26,27.27,24.54,https://sofifa.com/team/697/la-galaxy/,United States,FIFA24
Ulsan HD FC,1473,K League 1,70,73,69,67,0.0,19500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,29.91,28.96,https://sofifa.com/team/1473/ulsan-hd-fc/,Korea Republic,FIFA24
Real Sporting de Gijón,459,La Liga 2,70,69,70,71,0.0,17000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,26.73,24.17,https://sofifa.com/team/459/real-sporting-de-gijon/,Spain,FIFA24
Venezia,205,Serie B,70,71,70,69,0.0,43000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,26,24.73,25.31,https://sofifa.com/team/205/venezia/,Italy,FIFA24
Elche CF,468,La Liga 2,70,68,70,71,0.0,5000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,29,28.0,24.83,https://sofifa.com/team/468/elche-cf/,Spain,FIFA24
Club Nacional de Football,111325,Primera División,70,69,69,70,0.0,47000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,8,28,27.09,24.61,https://sofifa.com/team/111325/club-nacional-de-football/,Uruguay,FIFA24
Standard de Liège,232,Pro League,70,70,68,69,0.0,82000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,5,28,23.64,22.93,https://sofifa.com/team/232/standard-de-liege/,Belgium,FIFA24
Rio Ave FC,744,Primeira Liga,70,71,69,71,0.0,16500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,30,26.64,26.07,https://sofifa.com/team/744/rio-ave-fc/,Portugal,FIFA24
Samsunspor,748,Süper Lig,70,70,70,65,0.0,15000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,29,26.91,25.79,https://sofifa.com/team/748/samsunspor/,Turkey,FIFA24
FC Midtjylland,1516,Superliga,70,69,69,71,0.0,42500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,26,25.0,24.85,https://sofifa.com/team/1516/fc-midtjylland/,Denmark,FIFA24
Atlético Nacional,101100,Categoría Primera A,70,66,69,71,0.0,47500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,24,27.82,25.17,https://sofifa.com/team/101100/atletico-nacional/,Colombia,FIFA24
Real Zaragoza,244,La Liga 2,70,69,70,70,0.0,7000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,30,24.73,25.03,https://sofifa.com/team/244/real-zaragoza/,Spain,FIFA24
Peñarol,101110,Primera División,70,71,71,69,0.0,43200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,28,27.0,24.86,https://sofifa.com/team/101110/penarol/,Uruguay,FIFA24
FC Cincinnati,113149,Major League Soccer,70,67,74,68,0.0,226500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,26,26.0,24.77,https://sofifa.com/team/113149/fc-cincinnati/,United States,FIFA24
GD Chaves,518,Primeira Liga,69,70,69,69,0.0,5600000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,27.91,26.0,https://sofifa.com/team/518/gd-chaves/,Portugal,FIFA24
Portland Timbers,111140,Major League Soccer,69,69,71,67,0.0,351000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,3,22,27.09,26.59,https://sofifa.com/team/111140/portland-timbers/,United States,FIFA24
APOEL FC,100135,1. Division,69,70,68,67,0.0,35000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,26,29.45,26.69,https://sofifa.com/team/100135/apoel-fc/,Cyprus,FIFA24
Karlsruher SC,1832,2. Bundesliga,69,69,69,68,0.0,9900000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,26.91,24.19,https://sofifa.com/team/1832/karlsruher-sc/,Germany,FIFA24
Portimonense SC,10031,Primeira Liga,69,68,69,69,0.0,17600000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,23.82,22.93,https://sofifa.com/team/10031/portimonense-sc/,Portugal,FIFA24
AJ Auxerre,57,Ligue 2,69,68,69,70,0.0,60000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,24,25.82,24.5,https://sofifa.com/team/57/aj-auxerre/,France,FIFA24
Pendikspor,131389,Süper Lig,69,70,70,67,0.0,11200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,24,30.0,27.96,https://sofifa.com/team/131389/pendikspor/,Turkey,FIFA24
Holstein Kiel,576,2. Bundesliga,69,68,71,67,0.0,16900000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,24.64,24.63,https://sofifa.com/team/576/holstein-kiel/,Germany,FIFA24
Servette FC,324,Super League,69,70,71,68,0.0,26300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,28,27.0,24.64,https://sofifa.com/team/324/servette-fc/,Switzerland,FIFA24
Casa Pia,114510,Primeira Liga,69,70,68,69,0.0,5500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,26,26.27,25.04,https://sofifa.com/team/114510/casa-pia/,Portugal,FIFA24
Al Ain,111701,Pro League,69,78,70,68,0.0,76000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,28,27.55,24.64,https://sofifa.com/team/111701/al-ain/,United Arab Emirates,FIFA24
Birmingham City,88,Championship,69,67,69,70,0.0,22000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,25.27,24.87,https://sofifa.com/team/88/birmingham-city/,Britain,FIFA24
Burgos CF,10846,La Liga 2,69,68,71,68,0.0,2500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,29,27.36,24.83,https://sofifa.com/team/10846/burgos-cf/,Spain,FIFA24
Club Atlético Unión,111716,Liga Profesional de Fútbol,69,69,69,70,0.0,11000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.27,23.86,https://sofifa.com/team/111716/club-atletico-union/,Argentina,FIFA24
Lech Poznań,873,Ekstraklasa,69,71,69,69,0.0,14000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,28,27.55,25.32,https://sofifa.com/team/873/lech-poznan/,Poland,FIFA24
Instituto Atlético Central Córdoba,110953,Liga Profesional de Fútbol,69,70,67,67,0.0,6000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.55,26.04,https://sofifa.com/team/110953/instituto-atletico-central-cordoba/,Argentina,FIFA24
