Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Tactical Awareness,Positioning,Vision,Penalties,Composure,Total defending,Marking,Tackling,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,Traits.1,PlayStyles,PlayStyles +,Number of traits,Acceleration Type,Unnamed: 78,href,country
,M. Keane CM,23,55,77,Rotherham United 2007,118805,"163cm / 5'4""",86kg / 190lbs,Left,65,CF,,€0,€0,€0,216,62,35,70,49,0,193,45,0,48,46,54,172,63,62,0,47,0,233,43,0,63,75,52,137,89,0,0,0,0,48,126,60,66,0,42,8,14,0,11,9,1119,340,3,1,,,2,PLAYER_BODY_TYPE_,Yes,62,42,51,48,63,74,Leadership,,,,1,,,https://sofifa.com/player/118805/michael-keane/070002/,Republic of Ireland
,Bruno CM,21,55,59,Real Murcia CF 2007,162070,"176cm / 5'9""",74kg / 163lbs,Right,55,CM,,€0,€0,€0,173,42,42,43,46,0,192,48,0,45,42,57,159,62,46,0,51,0,238,42,0,75,76,45,105,60,0,0,0,0,45,81,34,47,0,41,12,14,0,9,6,989,305,3,1,,,2,PLAYER_BODY_TYPE_,Yes,53,43,44,52,40,73,Leadership,,,,1,,,https://sofifa.com/player/162070/bruno/070002/,Spain
,Curro Vacas CM,26,55,54,CP Ejido 2008,146967,"178cm / 5'10""",81kg / 179lbs,Right,58,CM,,€0,€0,€0,226,56,58,59,53,0,229,60,0,54,57,58,163,60,57,0,46,0,207,55,0,58,38,56,100,46,0,0,0,0,54,107,54,53,0,38,10,10,0,11,7,1070,327,3,1,,,2,PLAYER_BODY_TYPE_,Yes,58,57,55,57,54,46,Leadership,,,,1,,,https://sofifa.com/player/146967/curro-vacas/070002/,Spain
,R. Pasveer GK,22,55,59,Heracles Almelo 2008,162328,"190cm / 6'3""",80kg / 176lbs,Right,55,GK,,€0,€0,€0,79,38,24,8,9,0,163,37,0,43,52,31,154,46,46,0,62,0,158,52,0,46,45,15,81,38,0,0,0,0,43,69,37,32,0,222,51,56,0,53,62,926,320,4,1,,,1,PLAYER_BODY_TYPE_,Yes,51,56,52,62,46,53,Leadership,,,,1,,,https://sofifa.com/player/162328/remko-pasveer/070002/,Netherlands
,D. Kucharski RB,21,55,59,Lech Poznań 2008,148761,"182cm / 6'0""",62kg / 137lbs,Right,58,CF,,€0,€0,€0,192,54,50,34,54,0,222,54,0,57,52,59,174,74,54,0,46,0,218,44,0,59,49,66,116,59,0,0,0,0,57,117,53,64,0,41,11,13,0,11,6,1080,335,2,1,,,1,PLAYER_BODY_TYPE_,Yes,63,53,54,55,56,54,Leadership,,,,1,,,https://sofifa.com/player/148761/dawid-kucharski/070002/,Poland
,A. Portmann GK,25,55,59,FC Thun 2009,144154,"183cm / 6'0""",80kg / 176lbs,Right,55,GK,,€0,€0,€0,37,8,8,11,10,0,111,9,0,58,33,11,125,35,35,0,55,0,139,11,0,55,61,12,112,54,0,0,0,0,58,23,11,12,0,215,57,49,0,43,66,762,283,3,1,,,1,PLAYER_BODY_TYPE_,Yes,57,49,33,66,35,43,Injury prone Leadership,,,,2,,,https://sofifa.com/player/144154/alain-portmann/070002/,Switzerland
,I. McLeod ST,21,55,73,Milton Keynes Dons 2007,134683,"183cm / 6'0""",71kg / 157lbs,Left,55,ST,,€0,€0,€0,189,47,49,51,42,0,204,63,0,54,38,49,182,64,66,0,52,0,204,56,0,53,47,48,72,18,0,0,0,0,54,39,18,21,0,37,11,7,0,12,7,927,280,3,1,,,2,PLAYER_BODY_TYPE_,Yes,65,50,43,56,23,43,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/134683/izale-mcleod/070002/,England
,R. Jones ST,17,55,63,Queens Park Rangers 2007,178715,"193cm / 6'4""",90kg / 198lbs,Right,55,ST,,€0,€0,€0,222,48,57,63,54,0,202,58,0,64,42,38,138,46,44,0,48,0,232,67,0,46,51,68,111,47,0,0,0,0,64,70,36,34,0,10,3,3,0,3,1,985,295,3,1,,,2,PLAYER_BODY_TYPE_,Yes,45,62,51,50,38,49,Leadership,,,,1,,,https://sofifa.com/player/178715/ray-jones/070002/,England
,D. Wrack RM,30,55,63,Walsall 2008,53531,"175cm / 5'9""",77kg / 170lbs,Right,55,RM,,€0,€0,€0,207,60,51,41,55,0,222,58,0,57,52,55,153,53,54,0,46,0,198,56,0,36,55,51,89,32,0,0,0,0,57,76,34,42,0,34,6,6,0,14,8,979,300,3,1,,,2,PLAYER_BODY_TYPE_,Yes,54,52,56,55,38,45,Leadership High club identification,,,,2,,,https://sofifa.com/player/53531/darren-wrack/070002/,England
,Jorge Vidigal RB,28,55,63,SC Beira-Mar 2008,177950,"177cm / 5'10""",76kg / 168lbs,Right,56,RB,,€0,€0,€0,169,54,33,38,44,0,196,33,0,57,54,52,190,66,64,0,60,0,212,34,0,72,72,34,136,79,0,0,0,0,57,108,54,54,0,25,5,8,0,6,6,1036,319,2,1,,,2,PLAYER_BODY_TYPE_,Yes,65,35,50,44,52,73,Leadership,,,,1,,,https://sofifa.com/player/177950/jorge-vidigal/070002/,Portugal
,D. Nardiello ST,23,55,59,Barnsley 2006,138783,"180cm / 5'11""",81kg / 179lbs,Right,64,CF,,€0,€0,€0,236,60,42,70,64,0,241,65,0,51,65,60,180,62,60,0,58,0,248,53,0,68,72,55,114,63,0,0,0,0,51,111,57,54,0,46,11,11,0,13,11,1176,359,3,1,,,3,PLAYER_BODY_TYPE_,Yes,61,48,62,62,57,69,Leadership,,,,1,,,https://sofifa.com/player/138783/daniel-nardiello/070002/,England
,D. Coid RB,24,55,60,Blackpool FC 2008,119839,"180cm / 5'11""",73kg / 161lbs,Left,55,RB,,€0,€0,€0,226,58,52,59,57,0,199,43,0,58,44,54,175,62,58,0,55,0,209,53,0,58,59,39,111,53,0,0,0,0,58,102,52,50,0,35,14,10,0,5,6,1057,322,4,1,,,2,PLAYER_BODY_TYPE_,Yes,60,49,54,49,52,58,Leadership Flexibility,,,,2,,,https://sofifa.com/player/119839/daniel-coid/070002/,England
,J. Young GK,20,55,57,Wycombe Wanderers 2007,163616,"180cm / 5'11""",82kg / 181lbs,Right,55,GK,,€0,€0,€0,58,15,9,12,22,0,136,13,0,57,52,14,156,55,52,0,49,0,139,19,0,53,53,14,69,12,0,0,0,0,57,26,15,11,0,217,54,55,0,51,57,801,322,3,1,,,1,PLAYER_BODY_TYPE_,Yes,54,55,52,57,53,51,Leadership,,,,1,,,https://sofifa.com/player/163616/jamie-young/070002/,England
,Raúl Gañán RB,31,55,71,UD Salamanca 2006,113696,"176cm / 5'9""",72kg / 159lbs,Right,55,RB,,€0,€0,€0,185,55,20,40,70,0,180,34,0,66,24,56,150,49,46,0,55,0,148,20,0,57,58,13,127,61,0,0,0,0,66,103,52,51,0,32,5,15,0,7,5,925,275,3,1,,,2,PLAYER_BODY_TYPE_,Yes,47,21,54,45,50,58,Leadership,,,,1,,,https://sofifa.com/player/113696/raul-ganan/070002/,Spain
,N. Farsanne ST,25,55,55,Stade de Reims 2007,162081,"180cm / 5'11""",74kg / 163lbs,Right,55,ST,,€0,€0,€0,196,47,50,54,45,0,189,50,0,51,40,48,189,61,62,0,66,0,221,59,0,59,60,43,106,55,0,0,0,0,51,75,36,39,0,40,7,12,0,8,13,1016,307,3,1,,,1,PLAYER_BODY_TYPE_,Yes,62,50,45,52,39,59,Leadership,,,,1,,,https://sofifa.com/player/162081/najib-farsanne/070002/,France
,J. Guerrero ST,18,55,64,Atlante 2010,177955,"175cm / 5'9""",69kg / 152lbs,Right,55,ST,,€0,€0,€0,177,33,62,49,33,0,164,44,0,37,28,55,134,42,47,0,45,0,187,49,0,68,28,42,65,28,0,0,0,0,37,46,23,23,0,21,2,9,0,7,3,794,244,3,1,,,1,PLAYER_BODY_TYPE_,Yes,45,53,32,48,26,40,Leadership,,,,1,,,https://sofifa.com/player/177955/jose-daniel-guerrero/070002/,Mexico
,S. Jensen LB,22,55,57,Odense Boldklub 2009,120355,"180cm / 5'11""",74kg / 163lbs,Left,59,LB,,€0,€0,€0,168,48,32,58,30,0,160,30,0,46,41,43,198,66,58,0,74,0,199,48,0,68,59,24,135,89,0,0,0,0,46,121,64,57,0,47,9,11,0,13,14,1028,305,3,1,,,1,PLAYER_BODY_TYPE_,Yes,62,34,39,41,61,68,Leadership,,,,1,,,https://sofifa.com/player/120355/soren-jensen/070002/,Denmark
,J. Smith RB,31,55,66,Milton Keynes Dons 2007,14372,"168cm / 5'6""",67kg / 148lbs,Right,56,RB,,€0,€0,€0,193,55,38,54,46,0,206,50,0,52,52,52,160,54,52,0,54,0,185,45,0,58,56,26,110,58,0,0,0,0,52,112,56,56,0,37,11,6,0,14,6,1003,304,4,1,,,2,PLAYER_BODY_TYPE_,Yes,53,37,50,51,56,57,Leadership,,,,1,,,https://sofifa.com/player/14372/jamie-smith/070002/,England
,G. Morabito LB,28,55,59,Crotone 2008,149284,"177cm / 5'10""",71kg / 157lbs,Left,65,CF,,€0,€0,€0,215,86,42,49,38,0,202,50,0,45,45,62,193,52,83,0,58,0,226,41,0,68,67,50,97,52,0,0,0,0,45,102,56,46,0,29,8,7,0,6,8,1064,335,3,1,,,2,PLAYER_BODY_TYPE_,Yes,69,44,52,55,51,64,Leadership,,,,1,,,https://sofifa.com/player/149284/giovanni-morabito/070002/,Italy
,M. Bolter CM,21,55,64,SC Rheindorf Altach 2008,108068,"178cm / 5'10""",68kg / 150lbs,Right,56,CM,,€0,€0,€0,177,48,28,39,62,0,194,49,0,38,52,55,210,73,72,0,65,0,198,52,0,54,49,43,103,65,0,0,0,0,38,103,48,55,0,44,8,14,0,13,9,1029,321,3,1,,,1,PLAYER_BODY_TYPE_,Yes,72,37,54,54,50,54,Leadership Crowd favourite Media darling,,,,3,,,https://sofifa.com/player/108068/mario-bolter/070002/,Austria
,F. Lavoyer CDM,20,55,75,US Créteil-Lusitanos 2008,168997,"186cm / 6'1""",75kg / 165lbs,Left,60,CDM,,€0,€0,€0,176,38,22,56,60,0,189,17,0,55,57,60,174,58,57,0,59,0,192,45,0,62,59,26,112,57,0,0,0,0,55,117,59,58,0,41,12,10,0,7,12,1001,295,3,1,,,1,PLAYER_BODY_TYPE_,Yes,57,29,53,38,58,60,Leadership,,,,1,,,https://sofifa.com/player/168997/fabien-lavoyer/070002/,France
,D. Verhulst GK,18,55,66,KSK Beveren 2007,138026,"191cm / 6'3""",89kg / 196lbs,Right,55,GK,,€0,€0,€0,60,11,11,12,26,0,119,13,0,41,54,11,144,44,44,0,56,0,109,12,0,43,49,5,85,44,0,0,0,0,41,32,21,11,0,222,54,57,0,52,59,771,320,3,1,,,1,PLAYER_BODY_TYPE_,Yes,54,57,54,59,44,52,Leadership,,,,1,,,https://sofifa.com/player/138026/davino-verhulst/070002/,Belgium
,O. Silvestri LB,33,55,67,Valenciennes FC 2006,167978,"177cm / 5'10""",77kg / 170lbs,Left,56,LB,,€0,€0,€0,171,45,24,54,48,0,178,22,0,46,56,54,161,45,60,0,56,0,183,29,0,59,56,39,97,51,0,0,0,0,46,112,58,54,0,28,8,7,0,6,7,930,282,3,1,,,2,PLAYER_BODY_TYPE_,Yes,53,30,49,38,56,56,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/167978/orlando-silvestri/070002/,France
,J. Polenz RB,19,55,70,SV Werder Bremen 2009,176428,"182cm / 6'0""",78kg / 172lbs,Right,58,RB,,€0,€0,€0,176,52,11,50,63,0,195,49,0,47,54,45,190,69,76,0,45,0,191,43,0,56,51,41,103,56,0,0,0,0,47,118,59,59,0,58,14,17,0,16,11,1031,315,5,1,,,1,PLAYER_BODY_TYPE_,Yes,73,27,56,47,58,54,Leadership Flexibility,,,,2,,,https://sofifa.com/player/176428/jerome-polenz/070002/,Germany
,Tomás LW,27,55,62,UD Salamanca 2008,113708,"183cm / 6'0""",75kg / 165lbs,Left,55,LW,,€0,€0,€0,192,53,39,44,56,0,210,52,0,56,53,49,172,53,62,0,57,0,225,54,0,61,58,52,100,44,0,0,0,0,56,74,31,43,0,39,6,9,0,15,9,1012,304,3,1,,,2,PLAYER_BODY_TYPE_,Yes,58,46,55,52,37,56,Leadership,,,,1,,,https://sofifa.com/player/113708/tomas/070002/,Spain
,S. Hogg CM,20,55,72,Shrewsbury Town 2007,169007,"191cm / 6'3""",74kg / 163lbs,Left,58,CM,,€0,€0,€0,202,49,39,59,55,0,199,49,0,53,47,50,153,52,53,0,48,0,222,55,0,64,67,36,111,58,0,0,0,0,53,111,52,59,0,38,12,12,0,7,7,1036,315,3,1,,,1,PLAYER_BODY_TYPE_,Yes,53,42,51,49,56,64,Leadership,,,,1,,,https://sofifa.com/player/169007/steve-hogg/070002/,England
,A. Davies RW,22,55,81,Yeovil Town 2007,138288,"175cm / 5'9""",70kg / 154lbs,Right,55,RW,,€0,€0,€0,178,47,43,36,52,0,197,49,0,48,41,59,192,72,68,0,52,0,207,52,0,70,59,26,123,75,0,0,0,0,48,33,12,21,0,43,13,8,0,12,10,973,296,4,1,,,2,PLAYER_BODY_TYPE_,Yes,70,41,48,53,18,66,Leadership,,,,1,,,https://sofifa.com/player/138288/arron-davies/070002/,Wales
,J. Hughes LB,20,55,73,Lincoln City 2008,173361,"183cm / 6'0""",64kg / 141lbs,Left,57,CF,,€0,€0,€0,194,51,43,41,59,0,214,56,0,59,42,57,177,51,64,0,62,0,190,49,0,62,47,32,101,42,0,0,0,0,59,109,47,62,0,37,11,6,0,7,13,1022,313,2,1,,,1,PLAYER_BODY_TYPE_,Yes,58,42,53,57,52,51,Leadership,,,,1,,,https://sofifa.com/player/173361/jeff-hughes/070002/,Northern Ireland
,J. Pichorner CDM,28,55,54,SV Ried 2008,7222,"175cm / 5'9""",70kg / 154lbs,Right,55,CDM,,€0,€0,€0,199,48,36,53,62,0,183,45,0,47,45,46,150,46,54,0,50,0,194,57,0,45,47,45,92,45,0,0,0,0,47,114,45,69,0,48,12,11,0,12,13,980,293,3,1,,,2,PLAYER_BODY_TYPE_,Yes,50,43,53,46,55,46,Leadership,,,,1,,,https://sofifa.com/player/7222/jurgen-pichorner/070002/,Austria
,G. Rossini CF,19,55,63,FC Utrecht 2007,157495,"190cm / 6'3""",77kg / 170lbs,Right,55,CF,,€0,€0,€0,218,38,56,77,47,0,163,48,0,46,25,44,180,62,60,0,58,0,263,51,0,77,76,59,110,64,0,0,0,0,46,76,38,38,0,39,6,10,0,15,8,1049,319,3,1,,,2,PLAYER_BODY_TYPE_,Yes,61,55,39,48,42,74,Leadership,,,,1,,,https://sofifa.com/player/157495/giuseppe-rossini/070002/,Italy
,D. Pietrasiak LB,26,55,55,GKS Bełchatów 2007,153144,"186cm / 6'1""",81kg / 179lbs,Left,59,LB,,€0,€0,€0,160,33,35,54,38,0,191,49,0,50,45,47,141,54,53,0,34,0,197,39,0,59,57,42,114,64,0,0,0,0,50,124,61,63,0,41,13,8,0,14,6,968,297,3,1,,,1,PLAYER_BODY_TYPE_,Yes,53,38,40,46,61,59,Leadership,,,,1,,,https://sofifa.com/player/153144/dariusz-pietrasiak/070002/,Poland
,C. Bermudez RWB,19,55,67,Atlante 2010,116024,"163cm / 5'4""",58kg / 128lbs,Right,55,RWB,,€0,€0,€0,193,50,43,50,50,0,211,56,0,48,50,57,170,67,66,0,37,0,217,55,0,58,57,47,100,52,0,0,0,0,48,106,56,50,0,32,7,7,0,11,7,1029,326,3,1,,,2,PLAYER_BODY_TYPE_,Yes,66,47,50,54,53,56,Leadership,,,,1,,,https://sofifa.com/player/116024/christian-bermudez/070002/,Mexico
,D. Poole RW,21,55,72,Yeovil Town 2006,167994,"173cm / 5'8""",70kg / 154lbs,Right,55,RW,,€0,€0,€0,174,51,33,39,51,0,188,55,0,53,33,47,168,61,60,0,47,0,222,53,0,73,55,41,89,36,0,0,0,0,53,51,10,41,0,41,9,12,0,7,13,933,280,3,1,,,1,PLAYER_BODY_TYPE_,Yes,60,40,47,51,25,57,Leadership,,,,1,,,https://sofifa.com/player/167994/david-poole/070002/,England
,M. Lepiller RF,18,55,62,Fiorentina 2007,165435,"180cm / 5'11""",75kg / 165lbs,Right,55,RF,,€0,€0,€0,175,28,47,52,48,0,187,51,0,38,44,54,183,63,64,0,56,0,213,58,0,63,61,31,79,41,0,0,0,0,38,70,47,23,0,39,12,9,0,13,5,946,299,3,1,,,1,PLAYER_BODY_TYPE_,Yes,64,45,41,53,38,58,Leadership,,,,1,,,https://sofifa.com/player/165435/matthias-lepiller/070002/,France
,Ö. Kart CF,24,55,69,Wacker Burghausen 2007,169277,"179cm / 5'10""",78kg / 172lbs,Right,55,CF,,€0,€0,€0,181,41,50,42,48,0,190,48,0,41,51,50,173,60,60,0,53,0,251,61,0,61,66,63,89,48,0,0,0,0,41,28,11,17,0,36,12,6,0,7,11,948,288,3,1,,,1,PLAYER_BODY_TYPE_,Yes,60,55,46,49,17,61,Leadership,,,,1,,,https://sofifa.com/player/169277/ozgur-kart/070002/,Germany
,M. Pedersen LB,22,55,66,Aalborg Boldspilklub 2008,135231,"174cm / 5'9""",66kg / 146lbs,Left,61,CF,,€0,€0,€0,175,59,32,29,55,0,188,53,0,39,47,49,188,69,73,0,46,0,171,38,0,64,42,27,126,87,0,0,0,0,39,129,65,64,0,26,6,8,0,5,7,1003,325,3,1,,,2,PLAYER_BODY_TYPE_,Yes,71,32,52,51,61,58,Leadership,,,,1,,,https://sofifa.com/player/135231/martin-pedersen/070002/,Denmark
,J. Białek CM,25,55,62,Widzew Łódź 2008,165697,"181cm / 5'11""",75kg / 165lbs,Right,55,CM,,€0,€0,€0,173,39,44,38,52,0,184,48,0,32,57,47,183,62,58,0,63,0,234,48,0,73,59,54,99,67,0,0,0,0,32,113,49,64,0,45,5,14,0,12,14,1031,324,3,1,,,1,PLAYER_BODY_TYPE_,Yes,60,47,48,50,54,65,Leadership Low club identification,,,,2,,,https://sofifa.com/player/165697/jaroslaw-bialek/070002/,Poland
,J. Brandrup RM,21,55,66,FC København 2006,169538,"184cm / 6'0""",78kg / 172lbs,Right,58,RM,,€0,€0,€0,164,58,26,26,54,0,207,35,0,49,61,62,179,64,71,0,44,0,214,63,0,58,63,30,125,76,0,0,0,0,49,104,49,55,0,33,7,9,0,6,11,1026,319,3,1,,,1,PLAYER_BODY_TYPE_,Yes,68,36,56,46,49,64,Adaptability Leadership,,,,2,,,https://sofifa.com/player/169538/jeppe-brandrup/070002/,Denmark
,I. Rankin ST,28,55,66,Grimsby Town 2007,2627,"178cm / 5'10""",70kg / 154lbs,Right,55,ST,,€0,€0,€0,180,44,50,41,45,0,177,52,0,41,33,51,171,63,62,0,46,0,221,57,0,56,56,52,65,24,0,0,0,0,41,48,24,24,0,34,10,8,0,6,10,896,281,3,1,,,2,PLAYER_BODY_TYPE_,Yes,62,51,41,51,26,50,Leadership,,,,1,,,https://sofifa.com/player/2627/isaiah-rankin/070002/,England
,G. Taylor-Fletcher ST,25,55,54,Huddersfield Town 2007,19524,"181cm / 5'11""",71kg / 157lbs,Right,55,ST,,€0,€0,€0,176,39,53,51,33,0,191,47,0,57,33,54,158,51,54,0,53,0,235,56,0,60,56,63,107,50,0,0,0,0,57,50,25,25,0,34,6,8,0,9,11,951,280,3,1,,,2,PLAYER_BODY_TYPE_,Yes,53,56,37,50,28,56,Leadership,,,,1,,,https://sofifa.com/player/19524/gary-taylor-fletcher/070002/,England
,M. Troiano CDM,21,55,56,Modena 2008,163908,"188cm / 6'2""",82kg / 181lbs,Left,60,CF,,€0,€0,€0,246,71,55,65,55,0,218,59,0,44,55,60,149,52,53,0,44,0,241,69,0,49,62,61,102,58,0,0,0,0,44,83,44,39,0,87,23,20,0,23,21,1126,328,4,1,,,2,PLAYER_BODY_TYPE_,Yes,53,59,58,57,44,57,Adaptability Leadership,,,,2,,,https://sofifa.com/player/163908/michele-troiano/070002/,Italy
,J. Arias CB,20,55,72,Toluca 2010,177732,"177cm / 5'10""",63kg / 139lbs,Right,58,CB,,€0,€0,€0,138,49,43,20,26,0,126,20,0,29,26,51,195,60,75,0,60,0,204,45,0,70,66,23,98,69,0,0,0,0,29,127,62,65,0,16,4,2,0,2,8,904,302,4,1,,,1,PLAYER_BODY_TYPE_,Yes,68,38,32,37,59,68,Leadership,,,,1,,,https://sofifa.com/player/177732/jonathan-arias/070002/,Mexico
,R. Allegretti CAM,28,55,63,Triestina 2007,51781,"172cm / 5'8""",69kg / 152lbs,Right,61,CF,,€0,€0,€0,220,71,53,51,45,0,232,63,0,53,53,63,174,65,61,0,48,0,225,55,0,54,65,51,116,63,0,0,0,0,53,86,43,43,0,41,9,14,0,12,6,1094,336,3,1,,,3,PLAYER_BODY_TYPE_,Yes,63,53,54,61,44,61,Inflexible Leadership,,,,2,,,https://sofifa.com/player/51781/riccardo-allegretti/070002/,Italy
,R. Martin LB,20,55,58,Wycombe Wanderers 2007,162886,"178cm / 5'10""",74kg / 163lbs,Right,55,LB,,€0,€0,€0,174,18,46,52,58,0,186,26,0,57,49,54,187,58,65,0,64,0,202,50,0,55,54,43,84,27,0,0,0,0,57,108,53,55,0,42,8,13,0,9,12,983,300,3,1,,,1,PLAYER_BODY_TYPE_,Yes,62,47,46,42,54,49,Leadership,,,,1,,,https://sofifa.com/player/162886/russell-martin/070002/,England
,T. Belaïd CM,18,55,67,PSV 2008,178246,"180cm / 5'11""",72kg / 159lbs,Right,56,CM,,€0,€0,€0,202,45,52,52,53,0,219,54,0,44,55,66,179,67,55,0,57,0,203,49,0,53,54,47,97,53,0,0,0,0,44,63,30,33,0,32,8,11,0,7,6,995,307,3,1,,,1,PLAYER_BODY_TYPE_,Yes,60,50,51,59,33,54,Leadership,,,,1,,,https://sofifa.com/player/178246/tijani-belaid/070002/,Tunisia
,R. Cochrane CB,22,55,59,Houston Dynamo 2006,152903,"185cm / 6'1""",77kg / 170lbs,Right,55,CB,,€0,€0,€0,134,31,16,54,33,0,157,34,0,51,28,44,170,56,61,0,53,0,187,48,0,52,48,39,107,56,0,0,0,0,51,116,57,59,0,31,6,11,0,5,9,902,271,3,1,,,1,PLAYER_BODY_TYPE_,Yes,59,30,33,40,58,51,Leadership,,,,1,,,https://sofifa.com/player/152903/ryan-cochrane/070002/,United States
,K. Kazimierczak LB,25,55,57,Wisła Płock 2007,154700,"180cm / 5'11""",76kg / 168lbs,Left,59,CF,,€0,€0,€0,189,68,43,34,44,0,185,44,0,38,59,44,183,64,66,0,53,0,273,74,0,74,58,67,106,68,0,0,0,0,38,122,60,62,0,39,6,13,0,11,9,1097,341,3,1,,,2,PLAYER_BODY_TYPE_,Yes,65,55,53,45,58,65,Leadership Scandal prone,,,,2,,,https://sofifa.com/player/154700/krzysztof-kazimierczak/070002/,Poland
,W. Boland CM,30,55,63,Hartlepool United 2009,19277,"173cm / 5'8""",72kg / 159lbs,Left,55,CM,,€0,€0,€0,179,41,41,45,52,0,201,39,0,58,52,52,185,61,61,0,63,0,240,43,0,76,74,47,116,58,0,0,0,0,58,94,48,46,0,35,6,9,0,7,13,1050,320,3,1,,,2,PLAYER_BODY_TYPE_,Yes,61,44,50,47,47,71,Leadership,,,,1,,,https://sofifa.com/player/19277/willie-boland/070002/,Republic of Ireland
,U. Rooba LB,27,55,59,Vejle Boldklub 2008,32845,"179cm / 5'10""",75kg / 165lbs,Left,56,LB,,€0,€0,€0,130,39,16,40,35,0,153,37,0,31,31,54,207,79,70,0,58,0,221,54,0,61,63,43,120,89,0,0,0,0,31,119,59,60,0,40,6,11,0,9,14,990,312,3,1,,,1,PLAYER_BODY_TYPE_,Yes,74,31,35,46,58,68,Injury prone Leadership Low club identification,,,,3,,,https://sofifa.com/player/32845/urmas-rooba/070002/,Estonia
,D. Lewington LB,22,55,68,Milton Keynes Dons 2009,138830,"180cm / 5'11""",70kg / 154lbs,Left,56,LB,,€0,€0,€0,203,54,40,56,53,0,192,34,0,53,55,50,159,54,55,0,50,0,204,50,0,54,53,47,106,53,0,0,0,0,53,113,58,55,0,33,13,6,0,6,8,1010,305,3,1,,,2,PLAYER_BODY_TYPE_,Yes,55,44,54,42,57,53,Leadership High club identification Crowd favourite,,,,3,,,https://sofifa.com/player/138830/dean-lewington/070002/,England
,Corona CAM,25,55,57,UD Almería 2007,146510,"175cm / 5'9""",66kg / 146lbs,Right,61,CAM,,€0,€0,€0,174,43,50,33,48,0,223,60,0,35,70,58,170,58,48,0,64,0,211,38,0,60,66,47,109,74,0,0,0,0,35,129,51,78,0,35,9,7,0,9,10,1051,336,4,1,,,1,PLAYER_BODY_TYPE_,Yes,53,46,51,60,60,66,Leadership,,,,1,,,https://sofifa.com/player/146510/corona/070002/,Spain
,C. Day GK,30,55,55,Millwall FC 2008,591,"183cm / 6'0""",76kg / 168lbs,Right,55,GK,,€0,€0,€0,47,12,17,11,7,0,132,11,0,50,60,11,165,58,60,0,47,0,151,8,0,70,64,9,108,58,0,0,0,0,50,19,8,11,0,215,55,56,0,52,52,837,334,3,1,,,3,PLAYER_BODY_TYPE_,Yes,55,56,60,52,59,52,Leadership,,,,1,,,https://sofifa.com/player/591/chris-day/070002/,England
,David Fas RW,25,55,56,UD Salamanca 2009,159568,"179cm / 5'10""",73kg / 161lbs,Right,55,RW,,€0,€0,€0,222,59,52,57,54,0,213,48,0,61,47,57,160,54,56,0,50,0,201,55,0,53,57,36,118,57,0,0,0,0,61,92,38,54,0,41,11,6,0,11,13,1047,311,3,1,,,1,PLAYER_BODY_TYPE_,Yes,55,49,54,51,46,56,Leadership,,,,1,,,https://sofifa.com/player/159568/david-fas/070002/,Spain
,S. Kollar CB,19,55,56,FC Zürich 2009,169042,"185cm / 6'1""",73kg / 161lbs,Right,57,CF,,€0,€0,€0,183,54,23,58,48,0,202,52,0,43,49,58,187,67,69,0,51,0,226,62,0,67,49,48,111,68,0,0,0,0,43,101,44,57,0,19,8,1,0,2,8,1029,318,4,1,,,1,PLAYER_BODY_TYPE_,Yes,68,38,49,54,51,58,Leadership,,,,1,,,https://sofifa.com/player/169042/sebastien-kollar/070002/,Switzerland
,J. Wilk LM,20,55,63,Lech Poznań 2008,165715,"177cm / 5'10""",70kg / 154lbs,Left,55,LM,,€0,€0,€0,229,59,36,82,52,0,175,57,0,46,26,46,167,54,63,0,50,0,152,28,0,51,43,30,92,46,0,0,0,0,46,95,35,60,0,44,11,11,0,11,11,954,287,3,1,,,1,PLAYER_BODY_TYPE_,Yes,59,33,47,52,50,46,Leadership,,,,1,,,https://sofifa.com/player/165715/jakub-wilk/070002/,Poland
,C. Leitch LB,27,55,64,Columbus Crew 2007,52308,"180cm / 5'11""",74kg / 163lbs,Right,57,LB,,€0,€0,€0,201,58,39,59,45,0,179,42,0,52,33,52,213,73,76,0,64,0,234,62,0,68,52,52,108,56,0,0,0,0,52,109,52,57,0,35,8,6,0,12,9,1079,331,4,1,,,2,PLAYER_BODY_TYPE_,Yes,75,48,46,49,55,58,Leadership Flexibility,,,,2,,,https://sofifa.com/player/52308/chris-leitch/070002/,United States
